date,to_type,sport,store,turnover,quantity,nb_transaction
8/4/2017 0:00,offline,PILATES,1614,6029.76,228.75,205.21
8/4/2017 0:00,offline,CLIMBING,1618,4442.55,105.48,28.15
8/4/2017 0:00,offline,SKATE/ROLLER,1614,1456.32,106.93,34.05
8/4/2017 0:00,online,CROSSTRAIN,191,1257.61,11.25,34.72
8/4/2017 0:00,online,FOOTBALL,191,384.86,73.67,44.57
8/4/2017 0:00,offline,BADMINTON,1618,6581.47,157.22,108.51
8/4/2017 0:00,offline,SQUASH,1614,96.25,45.73,43.03
8/4/2017 0:00,offline,TABLE_TENNIS,1618,1287,70.26,63.85
8/4/2017 0:00,offline,JOG/RUN,1618,51381.22,885.8,549.45
8/4/2017 0:00,offline,BOXING,1618,1543.09,84.29,85.19
8/4/2017 0:00,offline,SWIMMING,1614,13277.88,381.47,273.21
8/4/2017 0:00,offline,Others,1614,366.89,16.73,33.85
8/4/2017 0:00,offline,CROSSTRAIN,1618,7558.74,178.58,190.93
8/4/2017 0:00,online,SKATE/ROLLER,191,348.71,32.36,62.63
8/4/2017 0:00,offline,HIKING/TREKKING,1614,59019.63,1479.38,800.93
8/4/2017 0:00,offline,YOGA,1614,2526.17,60.93,85.37
8/4/2017 0:00,offline,SQUASH,1618,352.33,45.75,63.65
8/4/2017 0:00,offline,BASKETBALL,1618,7364.7,215.58,157.14
8/4/2017 0:00,online,VOLLEYBALL,191,40.88,59.19,58.05
8/4/2017 0:00,offline,Others,1618,3280.79,44.5,112.32
8/4/2017 0:00,offline,RUGBY,1614,8.22,60.61,56.03
8/4/2017 0:00,offline,VOLLEYBALL,1614,154.56,9.2,42.23
8/4/2017 0:00,offline,TENNIS,1618,3952.91,255.79,201.57
8/4/2017 0:00,offline,YOGA,1618,7630.27,204.36,122.66
8/4/2017 0:00,offline,FITNESS,1618,14617.79,459.22,527.43
8/4/2017 0:00,offline,BASKETBALL,1614,3787.28,124.18,76.31
8/4/2017 0:00,offline,FOOTBALL,1614,4020.41,115.53,57.94
8/4/2017 0:00,offline,VOLLEYBALL,1618,563.89,38.24,20.26
8/4/2017 0:00,online,TRAIL,191,424.41,51.58,94.51
8/4/2017 0:00,online,SWIMMING,191,568.78,94.11,104.39
8/4/2017 0:00,offline,RUGBY,1618,50.33,64.82,30.64
8/4/2017 0:00,offline,GOLF,1618,1240.28,51.89,104.36
8/4/2017 0:00,offline,FITNESS,1614,8656.42,402.25,287.93
8/4/2017 0:00,offline,UNKNOWN,1618,176.51,73.11,37.62
8/4/2017 0:00,offline,JOG/RUN,1614,22856.77,575.66,384.65
8/4/2017 0:00,offline,CROSSTRAIN,1614,7856.22,141.97,93.61
8/4/2017 0:00,offline,CYCLING,1614,597.76,103.58,59.08
8/4/2017 0:00,online,PILATES,191,226.6,51.54,92.28
8/4/2017 0:00,online,BASKETBALL,191,81.45,46.88,11.84
8/4/2017 0:00,offline,SKATE/ROLLER,1618,7329.4,130.18,104.59
8/4/2017 0:00,offline,PILATES,1618,13148.26,408.38,283.68
8/4/2017 0:00,offline,GOLF,1614,982.55,106.8,23.06
8/4/2017 0:00,offline,UNKNOWN,1614,157.15,27.2,78.98
8/4/2017 0:00,online,HIKING/TREKKING,191,6737.1,174.06,120.74
8/4/2017 0:00,online,FITNESS,191,104.32,83.73,56.27
8/4/2017 0:00,offline,HIKING/TREKKING,1618,87780.5,2103.89,951.38
8/4/2017 0:00,online,CYCLING,191,891.17,36.66,49.92
8/4/2017 0:00,offline,KAYAK/SUP,1618,3901.45,38.84,44.76
8/4/2017 0:00,offline,TABLE_TENNIS,1614,267.03,38.39,28.4
8/4/2017 0:00,offline,SAILING,1614,96.84,10.62,2
8/4/2017 0:00,offline,SURFING,1618,10707.47,234.79,191.37
8/4/2017 0:00,online,BOXING,191,315.11,42.88,87.12
8/4/2017 0:00,online,SKI,191,336.13,8.2,98.22
8/4/2017 0:00,offline,SWIMMING,1618,27746.52,632.06,413.76
8/4/2017 0:00,online,JOG/RUN,191,1018.95,82.7,68.61
8/4/2017 0:00,online,BADMINTON,191,84.1,47.33,21.95
8/4/2017 0:00,offline,DIVING,1618,11953.61,262.79,185.23
8/4/2017 0:00,online,TENNIS,191,589.11,72.11,24.41
8/4/2017 0:00,offline,TENNIS,1614,7011.76,308.44,223.82
8/4/2017 0:00,offline,TRAIL,1614,2861.3,87.36,109.09
8/4/2017 0:00,online,DIVING,191,1880.56,54.12,20.67
8/4/2017 0:00,online,KAYAK/SUP,191,924.05,29.33,13.29
8/4/2017 0:00,offline,BADMINTON,1614,4186.23,127.73,63.2
8/4/2017 0:00,offline,TRAIL,1618,6460.07,104.35,111.47
8/4/2017 0:00,online,SURFING,191,97.34,92.86,69.93
8/4/2017 0:00,offline,TRIATHLON,1614,28.67,63.49,58.28
8/4/2017 0:00,online,Others,191,149.88,27.2,101.63
8/4/2017 0:00,online,CLIMBING,191,345.34,100.08,93.04
8/4/2017 0:00,online,YOGA,191,382.33,19.74,99.97
8/5/2017 0:00,offline,SKATE/ROLLER,1614,5108.14,141.51,113.54
8/5/2017 0:00,offline,TRAIL,1614,10573.6,150.8,81.07
8/5/2017 0:00,offline,GOLF,1618,1860.97,82.99,119.3
8/5/2017 0:00,offline,FITNESS,1614,11863.27,486.76,384.14
8/5/2017 0:00,offline,PILATES,1618,19136.97,485.48,379.49
8/5/2017 0:00,offline,FOOTBALL,1618,14790.88,360.48,237.74
8/5/2017 0:00,offline,SURFING,1614,12588.65,250.64,235.98
8/5/2017 0:00,offline,BADMINTON,1618,10047.01,194.66,197.51
8/5/2017 0:00,offline,SWIMMING,1618,42585.79,1026.45,539.46
8/5/2017 0:00,offline,FITNESS,1618,23201.33,832.83,540.71
8/5/2017 0:00,offline,PILATES,1614,8726.28,317.6,188.74
8/5/2017 0:00,offline,BASKETBALL,1618,9787.74,221.82,211.16
8/5/2017 0:00,offline,TABLE_TENNIS,1618,671.5,35.24,120.25
8/5/2017 0:00,offline,FOOTBALL,1614,4016.43,105.81,154.37
8/5/2017 0:00,offline,SKATE/ROLLER,1618,11656.54,99.73,138.69
8/5/2017 0:00,offline,SURFING,1618,14504.29,358.32,235.77
8/5/2017 0:00,online,SURFING,191,354.93,104.94,12.47
8/5/2017 0:00,offline,JOG/RUN,1614,34793.99,871.09,500.43
8/5/2017 0:00,offline,TENNIS,1614,10287.77,420.28,279.81
8/5/2017 0:00,offline,DIVING,1618,15405.77,285.29,151.52
8/5/2017 0:00,offline,YOGA,1618,12633.83,254.38,225.75
8/5/2017 0:00,offline,DIVING,1614,6197.86,116.15,147.07
8/5/2017 0:00,online,DIVING,191,400.62,67.97,67.87
8/5/2017 0:00,offline,BADMINTON,1614,5041.98,127.16,81.62
8/5/2017 0:00,offline,HIKING/TREKKING,1618,130991.51,3561.54,1484.61
8/5/2017 0:00,offline,UNKNOWN,1618,2437.58,13.89,87.47
8/5/2017 0:00,offline,TRAIL,1618,4473.61,99.41,89.91
8/5/2017 0:00,offline,YOGA,1614,7586,130.89,148
8/5/2017 0:00,offline,Others,1618,5469.76,138.64,76.9
8/5/2017 0:00,offline,SQUASH,1618,1365.5,68.7,43.99
8/5/2017 0:00,online,YOGA,191,432.65,50.49,11.37
8/5/2017 0:00,offline,TENNIS,1618,7469.57,348.86,237.84
8/5/2017 0:00,offline,Others,1614,241.27,61.99,86.57
8/5/2017 0:00,offline,BASKETBALL,1614,6429.03,174.01,116.21
8/5/2017 0:00,offline,RUGBY,1614,26.15,69.91,101.78
8/5/2017 0:00,offline,GOLF,1614,1339.12,61.12,98.53
8/5/2017 0:00,offline,CLIMBING,1618,2073.35,51.38,97.62
8/5/2017 0:00,offline,KAYAK/SUP,1618,2630.02,47.15,91.62
8/5/2017 0:00,offline,BOXING,1618,1513.15,40.31,38.01
8/5/2017 0:00,offline,HIKING/TREKKING,1614,99059.26,2562.21,1138.01
8/5/2017 0:00,online,BADMINTON,191,245.07,84.3,79.3
8/5/2017 0:00,offline,RUGBY,1618,110.21,5.26,16.14
8/5/2017 0:00,offline,SQUASH,1614,1678.87,80.83,106.19
8/5/2017 0:00,online,CYCLING,191,1509.72,58.02,98.45
8/5/2017 0:00,offline,CLIMBING,1614,541.66,84.79,86.21
8/5/2017 0:00,online,FOOTBALL,191,241.86,99.6,89.68
8/5/2017 0:00,online,BASKETBALL,191,214.63,97.55,59.71
8/5/2017 0:00,offline,CYCLING,1614,1241.65,35.37,41.01
8/5/2017 0:00,online,SWIMMING,191,876.96,26.68,100.57
8/5/2017 0:00,online,CROSSTRAIN,191,1879.36,71.34,24.61
8/5/2017 0:00,offline,TABLE_TENNIS,1614,206.93,65.07,73.57
8/5/2017 0:00,offline,CYCLING,1618,9322.53,207.46,207.96
8/5/2017 0:00,online,TRAIL,191,1132.37,84.8,12.05
8/5/2017 0:00,online,CLIMBING,191,243.32,57.56,28.77
8/5/2017 0:00,online,GOLF,191,472.64,69.37,28.05
8/5/2017 0:00,online,TABLE_TENNIS,191,62.88,61.31,19.86
8/5/2017 0:00,offline,UNKNOWN,1614,1175.77,50.79,30.1
8/5/2017 0:00,online,SKI,191,2959.85,93.65,25.85
8/5/2017 0:00,online,VOLLEYBALL,191,68.67,7.94,59.37
8/5/2017 0:00,online,FITNESS,191,1206.39,111.98,33.33
8/5/2017 0:00,online,PILATES,191,526.25,30.75,102.26
8/5/2017 0:00,online,Others,191,542.26,69.26,98.78
8/5/2017 0:00,online,HIKING/TREKKING,191,3037.72,88.3,100.01
8/5/2017 0:00,offline,CROSSTRAIN,1618,13909.61,280.38,185.24
8/5/2017 0:00,offline,CROSSTRAIN,1614,13314.75,225.81,213.37
8/5/2017 0:00,offline,JOG/RUN,1618,67741.73,1316.69,780.57
8/5/2017 0:00,offline,VOLLEYBALL,1618,406.57,31.46,64.27
8/5/2017 0:00,offline,SWIMMING,1614,14548.34,449.56,312.59
8/5/2017 0:00,offline,TRIATHLON,1614,40.39,17.24,33.69
8/5/2017 0:00,online,SKATE/ROLLER,191,1402.23,14.11,58.18
8/5/2017 0:00,offline,SAILING,1614,164.31,57.83,100.85
8/5/2017 0:00,offline,VOLLEYBALL,1614,462.09,40.57,28.7
8/5/2017 0:00,online,KAYAK/SUP,191,1961.36,72.6,39.59
8/5/2017 0:00,online,JOG/RUN,191,929.59,39.05,29.2
8/5/2017 0:00,online,TENNIS,191,86.95,92.29,91.57
8/6/2017 0:00,offline,HIKING/TREKKING,1618,115303.33,3107.82,1322.84
8/6/2017 0:00,offline,TENNIS,1614,12413.87,373.64,236.41
8/6/2017 0:00,offline,UNKNOWN,1618,69.38,97.06,83.97
8/6/2017 0:00,offline,SWIMMING,1614,12531.96,262.5,209.41
8/6/2017 0:00,offline,FOOTBALL,1618,8215.76,281.93,186.01
8/6/2017 0:00,offline,TRAIL,1618,3004.34,142.22,47.44
8/6/2017 0:00,offline,BADMINTON,1614,5386.39,173.82,117.9
8/6/2017 0:00,offline,SWIMMING,1618,33829.02,751.87,491.28
8/6/2017 0:00,offline,JOG/RUN,1614,18118.24,512.67,349.57
8/6/2017 0:00,offline,PILATES,1618,11246.67,458.05,330.71
8/6/2017 0:00,offline,JOG/RUN,1618,44541.69,1038.93,635.13
8/6/2017 0:00,offline,SURFING,1614,7367.75,214.84,189.43
8/6/2017 0:00,online,JOG/RUN,191,2334.35,80.16,40.92
8/6/2017 0:00,offline,HIKING/TREKKING,1614,65145.85,2044.54,894.55
8/6/2017 0:00,offline,SKATE/ROLLER,1614,3396.24,104.29,73.8
8/6/2017 0:00,offline,BASKETBALL,1618,10493.2,311.57,226.03
8/6/2017 0:00,offline,SURFING,1618,12795.54,250.48,198.89
8/6/2017 0:00,offline,FITNESS,1618,16111.64,547.37,377.72
8/6/2017 0:00,online,BADMINTON,191,114.46,32.82,29.54
8/6/2017 0:00,offline,TRIATHLON,1614,17.64,44.39,10.86
8/6/2017 0:00,offline,BASKETBALL,1614,4916.85,137.22,163.39
8/6/2017 0:00,offline,TENNIS,1618,10711.02,345.53,249.24
8/6/2017 0:00,offline,SKATE/ROLLER,1618,10128.45,104.19,54.07
8/6/2017 0:00,online,KAYAK/SUP,191,1905.06,73.07,91.87
8/6/2017 0:00,offline,DIVING,1614,5758.29,120.7,77.52
8/6/2017 0:00,offline,FOOTBALL,1614,5214.17,143.12,113.59
8/6/2017 0:00,offline,GOLF,1618,2905.56,83.45,100.98
8/6/2017 0:00,offline,PILATES,1614,5360.45,209.91,214.82
8/6/2017 0:00,online,GOLF,191,446.16,98.78,96.47
8/6/2017 0:00,offline,TRAIL,1614,7664.95,111.72,122.79
8/6/2017 0:00,online,SKATE/ROLLER,191,1430.44,14.22,5.84
8/6/2017 0:00,offline,SQUASH,1614,1657.49,58.35,40.7
8/6/2017 0:00,online,FOOTBALL,191,316.48,59.26,45
8/6/2017 0:00,online,SURFING,191,384.24,48.79,92.28
8/6/2017 0:00,offline,TABLE_TENNIS,1614,575.89,17.11,30.57
8/6/2017 0:00,offline,Others,1618,3610.99,65.92,37.72
8/6/2017 0:00,offline,SAILING,1614,537.69,95.31,92.53
8/6/2017 0:00,offline,CYCLING,1618,8512.2,253.39,187.39
8/6/2017 0:00,offline,UNKNOWN,1614,340.22,25.95,52.22
